b1374	b1545	6.14086981527453
b3735	b3736	6.07922913371398
b3732	b3734	6.06951415693767
b1373	b1546	6.05389841473489
b3983	b3984	5.98849396594744
b1260	b1262	5.9422736816998
b3308	b3310	5.93747800355492
b2284	b2285	5.93251394322594
b1075	b1076	5.85753326045082
b3732	b3733	5.85381820620999
b2018	b2020	5.77164777565221
b1260	b1261	5.77160112682394
b2312	b4006	5.7540560895703
b1944	b1945	5.70325607474632
b3734	b3735	5.69703678418706
b2019	b2020	5.64311994956628
b2281	b2282	5.61888128127588
b0728	b0729	5.58933976569216
b2153	b2551	5.58589493526391
b1261	b1262	5.57431040268848
b2415	b2416	5.55952396146438
b1729	b2508	5.52740570565079
b0722	b0723	5.52461763763171
b2279	b2284	5.52039397310573
b2312	b2313	5.51856809737218
b3339	b3980	5.51181510025812
b1082	b1083	5.50244329778039
b2092	b2093	5.4489808660351
b0911	b2416	5.43257663976831
b0002	b0003	5.41885616799907
b2025	b2026	5.36331146385628
b0431	b0432	5.34132744975003
b1941	b1942	5.32944049936516
b2277	b2278	5.30987189421259
b0522	b2500	5.27308578909452
b1262	b1263	5.26960594589004
b3255	b3256	5.25910407918506
b3983	b3985	5.25819792233362
b3304	b3305	5.2447696276095
b2834	b4219	5.20734190719688
b0032	b0337	5.18486685545436
b0606	b1740	5.1773563407385
b2551	b4025	5.17642818963762
b1942	b1943	5.17073642630942
b2021	b2022	5.16606032474662
b2499	b2500	5.15755818634753
b2094	b2095	5.1449613300496
b2018	b2019	5.13607055270914
b3734	b3736	5.11808945707736
b3733	b3734	5.06756860906499
b0727	b0728	5.06458727344055
b1887	b1888	5.04814060612779
b3732	b3735	5.0477089616642
b0032	b0033	4.95545302420255
b2336	b3720	4.95299084767893
b1263	b1264	4.93603331463555
b2039	b3385	4.92651795331484
b0032	b2508	4.88860260491235
b2764	b4006	4.84335139035193
b2018	b2021	4.84307283214814
b4030	b4031	4.84091968377703
b2312	b2764	4.84079011003273
b0727	b0729	4.82884071266531
b1079	b1081	4.8198309918798
b1020	b1333	4.81159350831115
b2249	b3441	4.78164616630021
b1073	b1075	4.77626430241597
b0089	b0090	4.75615811338754
b0131	b2299	4.74480450729735
b3255	b3984	4.74245461472761
b1939	b1940	4.74057548457662
b0032	b2764	4.73014047244853
b2508	b4006	4.72584122310859
b0033	b2764	4.70473890463936
b1080	b1081	4.70314074742669
b0910	b0911	4.7017056632897
b0945	b4006	4.70167285112643
b0033	b4006	4.60444638686764
b3984	b3985	4.58157258135594
b0945	b2312	4.57790991833554
b0522	b2499	4.57329159569025
b3256	b3983	4.55356341259819
b3191	b3192	4.54533126603836
b2312	b2500	4.52213457090308
b0033	b2508	4.51726861486181
b1079	b1080	4.48348900916304
b1922	b3525	4.4729523339177
b1062	b4006	4.46616019353547
b1260	b1263	4.46520968246811
b3733	b3735	4.460698730153
b3304	b3306	4.44517593518397
b2113	b2834	4.44123169042098
b0945	b2313	4.41806134674559
b0114	b0115	4.4081384288162
b1883	b1884	4.39126860810251
b1925	b1926	4.38210094225371
b3307	b3310	4.37069863827357
b1941	b1943	4.35917238402301
b2351	b2352	4.34360761526467
b3308	b3309	4.33686477917463
b1729	b2764	4.31134406992142
b1064	b2294	4.30141375977647
b2022	b2026	4.3006362008818
b1373	b1545	4.29822980508899
b4244	b4245	4.29776650296813
b2551	b3739	4.29554344406515
b0726	b2284	4.28241221049282
b0726	b2285	4.24210159397776
b2415	b2417	4.22925866344997
b1886	b4355	4.22837432738216
b1888	b1889	4.22641952331263
b3255	b3983	4.21651659800447
b0812	b1740	4.2155855008257
b2416	b2417	4.21372186942521
b0458	b1662	4.20512410914326
b1237	b2479	4.20501536334558
b1125	b4013	4.18119525486087
b1714	b2499	4.13643604334793
b1073	b1076	4.13492916007966
b1885	b1888	4.11564002941923
b3771	b3772	4.10920022015509
b0008	b1740	4.10749114448974
b2764	b4013	4.10580179675327
b3305	b3310	4.09080523327981
b2423	b2763	4.07689387244631
b0726	b2279	4.04982925229814
b2276	b2282	4.0229021200129
b1938	b1939	4.02202043869552
b0033	b0337	4.01716689447355
b3985	b3986	4.00210507053991
b4043	b4058	3.99895254848246
b0726	b0727	3.99678728454148
b3255	b3985	3.97315548154127
b1373	b1374	3.97174330435388
b2091	b2092	3.95317824432729
b3309	b3310	3.94702325687187
b2500	b4006	3.93711734069923
b3066	b3704	3.93612099404854
b2280	b2281	3.93206636926961
b3251	b3871	3.92013737361486
b2038	b2040	3.91708840916647
b1244	b1245	3.91583001917009
b1080	b1943	3.91325369935602
b2093	b2094	3.90692155495726
b2312	b2508	3.8658790943352
b2039	b2040	3.84108042353344
b2113	b4219	3.83894209404183
b1749	b2480	3.83640723586326
b1886	b1922	3.82015843866938
b1246	b1247	3.81393267014937
b0033	b2312	3.77178993975467
b0337	b4006	3.76394925696125
b3306	b3307	3.74783260423257
b3307	b3308	3.7358899288644
b2818	b3958	3.73314833708672
b2286	b2287	3.72353342896351
b2751	b2763	3.71101856610996
b0726	b3984	3.70455653131215
b0727	b2279	3.70349731708386
b2299	b2960	3.69775555946485
b2313	b4006	3.67653818700155
b0910	b2416	3.66025134660961
b1749	b2300	3.65397131197254
b2279	b2285	3.64668822839667
b0131	b2960	3.64088496932803
b2500	b2508	3.63218288442788
b1261	b1263	3.60635595314938
b1722	b4397	3.6051795306265
b3256	b3984	3.59730151680421
b1080	b1883	3.59004180356
b2300	b2960	3.58637595708338
b0908	b1131	3.57761807320803
b2025	b2153	3.570525391613
b3068	b4214	3.53253404008022
b1884	b1942	3.52736990418393
b0131	b2300	3.51605741790618
b0131	b1749	3.49706415429949
